Date,Home,Score,Away,Result,W,D,L,Pts,Poss,Gls,Ast,CrdY,CrdR,GlsPer90,AstPer90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,GA,GA90,SoTA,Saves,Save%,CS,CS%,Cmp%,KP,1/3,Prog,SCA,SCA90,PassLiveSCA,DribSCA,ShSCA,DefSCA,GCA,GCA90,PassLiveGCA,DribGCA,ShGCA,DefGCA,TklW,Blocks,Int,Err,Live,Miscon,MP_1_Home,Min_1_Home,MP_2_Home,Min_2_Home,Gls_2_Home,Ast_2_Home,GlsPer90_2_Home,AstPer90_2_Home,MP_3_Home,Min_3_Home,Gls_3_Home,Ast_3_Home,GlsPer90_3_Home,AstPer90_3_Home,MP_4_Home,Min_4_Home,Gls_4_Home,Ast_4_Home,GlsPer90_4_Home,AstPer90_4_Home,MP_5_Home,Min_5_Home,Gls_5_Home,Ast_5_Home,GlsPer90_5_Home,AstPer90_5_Home,MP_6_Home,Min_6_Home,Gls_6_Home,Ast_6_Home,GlsPer90_6_Home,AstPer90_6_Home,MP_7_Home,Min_7_Home,Gls_7_Home,Ast_7_Home,GlsPer90_7_Home,AstPer90_7_Home,MP_8_Home,Min_8_Home,Gls_8_Home,Ast_8_Home,GlsPer90_8_Home,AstPer90_8_Home,MP_9_Home,Min_9_Home,Gls_9_Home,Ast_9_Home,GlsPer90_9_Home,AstPer90_9_Home,MP_10_Home,Min_10_Home,Gls_10_Home,Ast_10_Home,GlsPer90_10_Home,AstPer90_10_Home,MP_11_Home,Min_11_Home,Gls_11_Home,Ast_11_Home,GlsPer90_11_Home,AstPer90_11_Home,MP_1_Away,Min_1_Away,MP_2_Away,Min_2_Away,Gls_2_Away,Ast_2_Away,GlsPer90_2_Away,AstPer90_2_Away,MP_3_Away,Min_3_Away,Gls_3_Away,Ast_3_Away,GlsPer90_3_Away,AstPer90_3_Away,MP_4_Away,Min_4_Away,Gls_4_Away,Ast_4_Away,GlsPer90_4_Away,AstPer90_4_Away,MP_5_Away,Min_5_Away,Gls_5_Away,Ast_5_Away,GlsPer90_5_Away,AstPer90_5_Away,MP_6_Away,Min_6_Away,Gls_6_Away,Ast_6_Away,GlsPer90_6_Away,AstPer90_6_Away,MP_7_Away,Min_7_Away,Gls_7_Away,Ast_7_Away,GlsPer90_7_Away,AstPer90_7_Away,MP_8_Away,Min_8_Away,Gls_8_Away,Ast_8_Away,GlsPer90_8_Away,AstPer90_8_Away,MP_9_Away,Min_9_Away,Gls_9_Away,Ast_9_Away,GlsPer90_9_Away,AstPer90_9_Away,MP_10_Away,Min_10_Away,Gls_10_Away,Ast_10_Away,GlsPer90_10_Away,AstPer90_10_Away,MP_11_Away,Min_11_Away,Gls_11_Away,Ast_11_Away,GlsPer90_11_Away,AstPer90_11_Away
2019-04-15,Watford,0 - 1,Arsenal,L,-7.000,1.000,6.000,-20.000,-10.900,-18.000,-13.000,6.000,2.000,-0.480,-0.340,-30.000,-8.000,0.500,-0.790,-0.210,-0.020,-0.080,8.000,0.210,-2.000,-14.000,-0.067,-1.000,-2.700,-7.500,-56.000,-267.000,-356.000,-122.000,-3.210,-144.000,-3.000,-1.000,2.000,-39.000,-1.030,-42.000,7.000,-1.000,1.000,33.000,53.000,31.000,2.000,-5041.000,5.000,38,3420,18,1520,0,2,0.00,0.12,14,1004,0,1,0.00,0.09,36,3096,3,0,0.09,0.00,29,2049,1,1,0.04,0.04,21,1586,0,0,0.00,0.00,35,3062,5,6,0.15,0.18,32,2418,2,4,0.07,0.15,33,2944,1,3,0.03,0.09,32,2545,9,5,0.32,0.18,29,1366,7,2,0.46,0.13,32,2836,17,1331,3,0,0.20,0.00,22,1861,1,3,0.05,0.15,31,2611,2,0,0.07,0.00,4,148,0,0,0.00,0.00,28,1331,4,6,0.27,0.41,34,2382,2,2,0.08,0.08,29,2498,4,2,0.14,0.07,25,1641,6,4,0.33,0.22,36,2726,22,5,0.73,0.17,35,1970,3,6,0.14,0.27
2019-04-16,Brighton,0 - 2,Cardiff City,L,-1.000,5.000,-4.000,2.000,7.000,2.000,4.000,-5.000,3.000,0.050,0.100,-40.000,-14.000,-0.800,-1.050,-0.360,0.010,0.030,-9.000,-0.240,-46.000,-30.000,0.000,-3.000,-7.900,12.000,15.000,136.000,123.000,16.000,0.420,21.000,-1.000,-6.000,0.000,3.000,0.080,-6.000,-1.000,0.000,1.000,30.000,-54.000,-71.000,-4.000,4028.000,77.000,34,3060,14,1131,0,1,0.00,0.08,35,3087,5,1,0.15,0.03,36,3151,2,1,0.06,0.03,22,1752,0,1,0.00,0.05,30,2485,1,1,0.04,0.04,25,1864,3,3,0.14,0.14,30,2546,1,1,0.04,0.04,19,1020,0,0,0.00,0.00,38,2508,13,1,0.47,0.04,35,2463,1,5,0.04,0.18,38,3420,20,1544,0,0,0.00,0.00,30,2639,0,1,0.00,0.03,34,3039,1,3,0.03,0.09,38,3376,0,1,0.00,0.03,28,1959,0,0,0.00,0.00,28,2266,1,1,0.04,0.04,20,985,4,1,0.37,0.09,32,2569,5,4,0.18,0.14,5,63,0,0,0.00,0.00,32,2141,3,1,0.13,0.04
2019-04-20,Manchester City,1 - 0,Tottenham,W,9.000,0.000,-9.000,27.000,8.900,25.000,24.000,-13.000,-2.000,0.650,0.630,147.000,61.000,1.400,3.860,1.610,0.010,0.030,-16.000,-0.420,-72.000,-57.000,-0.007,7.000,18.400,5.200,122.000,661.000,541.000,249.000,6.550,230.000,15.000,10.000,-3.000,61.000,1.610,60.000,2.000,-6.000,3.000,-49.000,-140.000,10.000,-2.000,5209.000,-56.000,38,3420,33,2779,1,1,0.03,0.03,24,1764,0,0,0.00,0.00,35,3057,3,3,0.09,0.09,14,1151,0,3,0.00,0.23,31,2137,6,3,0.25,0.13,19,975,2,2,0.18,0.18,36,2854,7,7,0.22,0.22,13,335,1,0,0.27,0.00,34,2771,17,9,0.55,0.29,33,2459,21,8,0.77,0.29,3,270,34,2922,0,0,0.00,0.00,22,1911,1,0,0.05,0.00,23,1942,1,1,0.05,0.05,12,888,1,0,0.10,0.00,27,1844,0,0,0.00,0.00,20,1506,3,0,0.18,0.00,25,1825,5,3,0.25,0.15,35,2774,8,12,0.26,0.39,31,2039,12,6,0.53,0.26,32,2121,10,0,0.42,0.00
2019-04-20,Huddersfield,1 - 2,Watford,L,-11.000,-1.000,12.000,-34.000,-0.100,-31.000,-26.000,-23.000,0.000,-0.810,-0.690,-34.000,-32.000,-5.100,-0.890,-0.840,-0.070,-0.170,17.000,0.450,4.000,-10.000,-0.072,-2.000,-5.200,-0.700,-22.000,4.000,-112.000,-62.000,-1.630,-50.000,-20.000,0.000,3.000,-48.000,-1.260,-30.000,-12.000,-2.000,-1.000,8.000,76.000,116.000,-5.000,447.000,-63.000,31,2778,15,1141,0,0,0.00,0.00,32,2716,1,1,0.03,0.03,37,3260,1,0,0.03,0.00,28,2055,0,1,0.00,0.04,29,2367,0,1,0.00,0.04,21,1412,1,0,0.06,0.00,29,2330,3,1,0.12,0.04,20,1182,0,0,0.00,0.00,22,986,1,1,0.09,0.09,31,1778,2,3,0.10,0.15,38,3420,26,1927,0,0,0.00,0.00,14,1004,0,1,0.00,0.09,36,3096,3,0,0.09,0.00,29,2049,1,1,0.04,0.04,35,3062,5,6,0.15,0.18,32,2418,2,4,0.07,0.15,33,2944,1,3,0.03,0.09,30,2066,10,5,0.44,0.22,17,754,1,2,0.12,0.24,29,1366,7,2,0.46,0.13
2019-04-20,Bournemouth,0 - 1,Fulham,L,6.000,1.000,-7.000,19.000,-1.800,22.000,19.000,-10.000,-1.000,0.580,0.500,-4.000,14.000,3.500,-0.110,0.370,0.040,0.100,-11.000,-0.290,-56.000,-44.000,-0.050,5.000,13.100,-1.500,-17.000,-79.000,80.000,-43.000,-1.130,-56.000,-8.000,-9.000,2.000,37.000,0.970,22.000,0.000,1.000,3.000,-97.000,-49.000,-93.000,-2.000,-2024.000,29.000,12,1080,31,2786,1,1,0.03,0.03,38,3411,4,0,0.11,0.00,13,850,0,1,0.00,0.11,25,1739,2,1,0.10,0.05,30,2506,2,0,0.07,0.00,23,1031,2,3,0.17,0.26,30,2261,7,5,0.28,0.20,38,3166,7,14,0.20,0.40,30,2528,14,9,0.50,0.32,35,2961,12,3,0.36,0.09,29,2610,31,2594,0,1,0.00,0.03,26,2047,0,0,0.00,0.00,26,2250,0,1,0.00,0.04,28,2345,0,1,0.00,0.04,31,2588,2,0,0.07,0.00,32,2244,1,2,0.04,0.08,22,1517,0,0,0.00,0.00,35,2300,2,6,0.08,0.23,37,3280,11,3,0.30,0.08,16,1251,5,3,0.36,0.22
2019-04-20,Wolves,0 - 0,Brighton,D,7.000,0.000,-7.000,21.000,4.300,11.000,11.000,12.000,-3.000,0.290,0.290,101.000,45.000,3.800,2.660,1.180,0.010,-0.010,-14.000,-0.370,-14.000,-4.000,0.018,2.000,5.300,4.000,48.000,226.000,280.000,112.000,2.940,119.000,6.000,4.000,6.000,27.000,0.710,29.000,1.000,-1.000,-1.000,-25.000,7.000,48.000,2.000,2532.000,-38.000,37,3329,38,3144,4,5,0.11,0.14,34,3060,1,0,0.03,0.00,36,3167,4,0,0.11,0.00,38,3420,0,0,0.00,0.00,33,2771,1,1,0.03,0.03,35,3007,4,3,0.12,0.09,26,663,0,1,0.00,0.14,38,3032,1,8,0.03,0.24,38,3111,13,7,0.38,0.20,33,2355,9,5,0.34,0.19,34,3060,14,1131,0,1,0.00,0.08,22,1808,0,0,0.00,0.00,35,3087,5,1,0.15,0.03,36,3151,2,1,0.06,0.03,30,2485,1,1,0.04,0.04,25,1864,3,3,0.14,0.14,15,795,0,1,0.00,0.11,30,2546,1,1,0.04,0.04,38,2508,13,1,0.47,0.04,35,2463,1,5,0.04,0.18
2019-04-20,West Ham,2 - 2,Leicester City,D,0.000,0.000,0.000,0.000,-2.400,3.000,-1.000,-1.000,-4.000,0.080,-0.020,-71.000,-25.000,-0.200,-1.870,-0.660,0.030,0.060,7.000,0.190,52.000,43.000,0.042,-3.000,-7.900,-0.100,-49.000,-132.000,-133.000,-96.000,-2.530,-66.000,-21.000,2.000,-5.000,-2.000,-0.050,-2.000,-4.000,3.000,-1.000,-2.000,-4.000,17.000,2.000,-1143.000,-35.000,38,3420,23,2013,1,0,0.04,0.00,26,2092,0,1,0.00,0.04,24,1874,1,1,0.05,0.05,23,1759,0,1,0.00,0.05,33,2220,2,5,0.08,0.20,31,2291,5,5,0.20,0.20,34,3003,2,0,0.06,0.00,28,1990,10,4,0.45,0.18,36,3043,9,4,0.27,0.12,33,2103,6,4,0.26,0.17,38,3420,36,3240,0,4,0.00,0.11,24,1996,1,0,0.05,0.00,35,3123,2,6,0.06,0.17,31,2596,3,0,0.10,0.00,36,2831,7,7,0.22,0.22,13,1086,3,4,0.25,0.33,38,3296,2,0,0.05,0.00,34,1985,4,1,0.18,0.05,34,2726,18,4,0.59,0.13,27,1625,2,2,0.11,0.11
2019-04-20,Newcastle Utd,3 - 1,Southampton,W,3.000,-3.000,0.000,6.000,-3.500,-3.000,6.000,-16.000,-1.000,-0.080,0.160,-50.000,-16.000,-0.100,-1.320,-0.420,0.010,0.030,-17.000,-0.450,-35.000,-16.000,0.060,4.000,10.500,-0.700,-37.000,-199.000,-162.000,-92.000,-2.420,-42.000,-6.000,-22.000,-3.000,-8.000,-0.210,-6.000,-3.000,3.000,-2.000,-29.000,48.000,20.000,-5.000,-689.000,21.000,38,3420,26,1990,0,0,0.00,0.00,24,1999,4,1,0.18,0.05,32,2745,0,1,0.00,0.03,36,2928,2,8,0.06,0.25,18,1101,0,3,0.00,0.25,18,1302,0,1,0.00,0.07,25,1859,1,4,0.05,0.19,32,2603,11,7,0.38,0.24,37,2917,12,2,0.37,0.06,10,759,0,0,0.00,0.00,12,1080,17,1518,0,1,0.00,0.06,24,1700,1,0,0.05,0.00,24,2160,1,0,0.04,0.00,25,2151,0,1,0.00,0.04,31,2136,1,0,0.04,0.00,26,1945,7,0,0.32,0.00,31,2760,4,3,0.13,0.10,24,1651,7,3,0.38,0.16,38,3270,6,4,0.17,0.11,7,212,0,1,0.00,0.42
2019-04-21,Everton,4 - 0,Manchester Utd,W,-4.000,0.000,4.000,-12.000,-3.000,-12.000,-6.000,-19.000,0.000,-0.320,-0.160,-24.000,-53.000,-8.700,-0.630,-1.400,-0.010,0.060,-8.000,-0.210,-41.000,-38.000,-0.060,7.000,18.400,-5.100,-39.000,-129.000,-170.000,-115.000,-3.020,-156.000,-1.000,11.000,0.000,-30.000,-0.790,-20.000,-1.000,-1.000,-1.000,94.000,-8.000,53.000,5.000,-2150.000,118.000,38,3420,33,2969,1,2,0.03,0.06,32,2612,2,2,0.07,0.07,35,2965,4,4,0.12,0.12,29,2558,2,2,0.07,0.07,38,3117,13,6,0.38,0.17,33,2822,0,2,0.00,0.06,14,834,0,1,0.00,0.11,34,2116,1,3,0.04,0.13,35,1784,6,2,0.30,0.10,35,2665,13,1,0.44,0.03,38,3420,30,2601,1,1,0.03,0.03,18,1263,0,1,0.00,0.07,24,2127,1,0,0.04,0.00,16,1013,0,2,0.00,0.18,35,3006,13,9,0.39,0.27,17,1041,1,1,0.09,0.09,28,2436,1,0,0.04,0.00,32,2136,12,0,0.51,0.00,33,2334,10,6,0.39,0.23,27,1621,10,2,0.56,0.11
2019-04-21,Arsenal,2 - 3,Crystal Palace,L,7.000,0.000,-7.000,21.000,13.000,21.000,19.000,15.000,0.000,0.560,0.500,-25.000,21.000,6.100,-0.660,0.550,0.060,0.130,-2.000,-0.050,19.000,25.000,0.063,-4.000,-10.500,6.000,2.000,275.000,315.000,-6.000,-0.160,67.000,-16.000,-15.000,2.000,32.000,0.840,44.000,-1.000,-3.000,-2.000,-64.000,-194.000,-66.000,-6.000,4871.000,17.000,32,2836,17,1331,3,0,0.20,0.00,31,2611,2,0,0.07,0.00,3,166,0,0,0.00,0.00,4,148,0,0,0.00,0.00,24,1887,0,5,0.00,0.24,8,380,0,0,0.00,0.00,24,1735,5,2,0.26,0.10,33,2149,0,0,0.00,0.00,35,2502,13,8,0.47,0.29,36,2726,22,5,0.73,0.17,20,1754,7,552,1,0,0.16,0.00,10,663,0,1,0.00,0.14,35,3134,0,3,0.00,0.09,13,1111,0,0,0.00,0.00,38,3420,12,2,0.32,0.05,29,1416,1,2,0.06,0.13,31,1899,0,2,0.00,0.09,38,3058,3,6,0.09,0.18,34,3036,10,5,0.30,0.15,16,814,1,1,0.11,0.11
2019-04-21,Cardiff City,0 - 2,Liverpool,L,-20.000,-3.000,23.000,-63.000,-26.100,-53.000,-35.000,27.000,-1.000,-1.390,-0.920,-159.000,-97.000,-9.400,-4.190,-2.560,-0.070,-0.110,47.000,1.240,105.000,61.000,-0.094,-11.000,-29.000,-21.800,-150.000,-974.000,-1132.000,-338.000,-8.890,-291.000,-35.000,-6.000,-11.000,-94.000,-2.470,-64.000,-8.000,-3.000,-3.000,14.000,198.000,84.000,-4.000,-13336.000,-124.000,38,3420,20,1544,0,0,0.00,0.00,30,2639,0,1,0.00,0.03,34,3039,1,3,0.03,0.09,38,3376,0,1,0.00,0.03,28,1959,0,0,0.00,0.00,28,2266,1,1,0.04,0.04,20,985,4,1,0.37,0.09,32,2569,5,4,0.18,0.14,32,2141,3,1,0.13,0.04,38,3420,38,3384,4,2,0.11,0.05,36,3216,0,11,0.00,0.31,22,1537,1,0,0.06,0.00,29,2462,1,12,0.04,0.44,35,2725,3,0,0.10,0.00,25,1390,2,1,0.13,0.06,32,1987,1,3,0.05,0.14,5,63,0,0,0.00,0.00,34,2607,12,6,0.41,0.21,36,3077,22,1,0.64,0.03,38,3250,22,8,0.61,0.22
2019-04-22,Chelsea,2 - 2,Burnley,D,10.000,2.000,-12.000,32.000,21.600,18.000,20.000,-26.000,-1.000,0.480,0.530,237.000,75.000,0.000,6.240,1.970,-0.020,-0.060,-29.000,-0.760,-79.000,-56.000,0.015,8.000,21.000,16.800,220.000,876.000,903.000,490.000,12.900,455.000,38.000,0.000,6.000,48.000,1.270,39.000,9.000,-2.000,0.000,69.000,-245.000,-24.000,-10.000,11718.000,-29.000,36,3240,8,617,0,0,0.00,0.00,38,3402,1,5,0.03,0.13,36,3238,3,2,0.08,0.06,10,663,0,0,0.00,0.00,37,3156,2,0,0.06,0.00,36,3092,4,4,0.12,0.12,24,998,6,2,0.54,0.18,14,1085,5,0,0.41,0.00,37,2923,16,15,0.49,0.46,10,393,0,1,0.00,0.23,19,1710,21,1750,0,0,0.00,0.00,38,3243,0,1,0.00,0.03,35,3086,3,1,0.09,0.03,38,3420,0,2,0.00,0.05,37,3312,1,2,0.03,0.05,32,2063,3,0,0.13,0.00,34,2824,2,7,0.06,0.22,21,1591,3,5,0.17,0.28,37,2388,12,2,0.45,0.08,38,2588,10,2,0.35,0.07
2019-04-23,Watford,1 - 1,Southampton,D,5.000,-4.000,-1.000,11.000,3.200,7.000,12.000,6.000,1.000,0.180,0.320,-49.000,-2.000,3.100,-1.290,-0.050,0.040,0.070,-6.000,-0.160,3.000,8.000,0.053,0.000,0.000,2.500,-29.000,-81.000,86.000,-74.000,-1.950,-31.000,-1.000,-20.000,-4.000,14.000,0.360,4.000,9.000,-1.000,-2.000,-25.000,-106.000,-80.000,-3.000,779.000,34.000,38,3420,18,1520,0,2,0.00,0.12,14,1004,0,1,0.00,0.09,36,3096,3,0,0.09,0.00,21,1586,0,0,0.00,0.00,35,3062,5,6,0.15,0.18,32,2418,2,4,0.07,0.15,33,2944,1,3,0.03,0.09,30,2066,10,5,0.44,0.22,29,1366,7,2,0.46,0.13,33,2815,6,1,0.19,0.03,12,1080,17,1518,0,1,0.00,0.06,24,1700,1,0,0.05,0.00,24,2160,1,0,0.04,0.00,25,2151,0,1,0.00,0.04,31,2136,1,0,0.04,0.00,26,1945,7,0,0.32,0.00,29,1432,3,2,0.19,0.13,31,2760,4,3,0.13,0.10,26,1272,5,1,0.35,0.07,38,3270,6,4,0.17,0.11
2019-04-23,Tottenham,1 - 0,Brighton,W,14.000,-7.000,-7.000,35.000,16.300,31.000,23.000,-4.000,-1.000,0.820,0.610,164.000,87.000,8.100,4.320,2.280,0.040,0.030,-21.000,-0.550,-7.000,9.000,0.080,6.000,15.800,8.600,103.000,543.000,575.000,254.000,6.680,206.000,27.000,13.000,10.000,48.000,1.260,39.000,6.000,4.000,-1.000,-31.000,-73.000,-35.000,2.000,6929.000,-11.000,33,2970,27,2276,1,3,0.04,0.12,26,1798,0,3,0.00,0.15,34,2922,0,0,0.00,0.00,22,1911,1,0,0.05,0.00,13,516,1,0,0.17,0.00,25,1825,5,3,0.25,0.15,35,2774,8,12,0.26,0.39,31,2039,12,6,0.53,0.26,20,694,1,4,0.13,0.52,32,2121,10,0,0.42,0.00,34,3060,35,3087,5,1,0.15,0.03,36,3151,2,1,0.06,0.03,25,2167,0,1,0.00,0.04,22,1752,0,1,0.00,0.05,30,2485,1,1,0.04,0.04,28,1774,0,0,0.00,0.00,25,1864,3,3,0.14,0.14,26,1236,2,0,0.15,0.00,23,881,3,0,0.31,0.00,19,1020,0,0,0.00,0.00
2019-04-24,Wolves,3 - 1,Arsenal,W,-5.000,2.000,3.000,-13.000,-11.100,-23.000,-17.000,0.000,-1.000,-0.610,-0.450,6.000,-14.000,-3.500,0.160,-0.370,-0.050,-0.120,-5.000,-0.130,-34.000,-31.000,-0.054,1.000,2.600,-4.600,-27.000,-158.000,-349.000,-71.000,-1.870,-93.000,-7.000,7.000,-1.000,-40.000,-1.050,-37.000,-2.000,1.000,-1.000,14.000,122.000,60.000,-1.000,-3801.000,-23.000,37,3329,38,3144,4,5,0.11,0.14,34,3060,1,0,0.03,0.00,36,3167,4,0,0.11,0.00,38,3420,0,0,0.00,0.00,33,2771,1,1,0.03,0.03,35,3007,4,3,0.12,0.09,38,3032,1,8,0.03,0.24,19,1467,2,0,0.12,0.00,38,3111,13,7,0.38,0.20,33,2355,9,5,0.34,0.19,32,2836,25,2198,1,2,0.04,0.08,17,1331,3,0,0.20,0.00,16,987,1,1,0.09,0.09,22,1861,1,3,0.05,0.15,24,1735,5,2,0.26,0.10,34,2382,2,2,0.08,0.08,29,2498,4,2,0.14,0.07,25,1641,6,4,0.33,0.22,35,2502,13,8,0.47,0.29,35,1970,3,6,0.14,0.27
2019-04-24,Manchester Utd,0 - 2,Manchester City,L,-13.000,7.000,6.000,-32.000,-13.300,-26.000,-31.000,31.000,3.000,-0.680,-0.820,-162.000,-35.000,4.600,-4.260,-0.920,-0.020,-0.100,31.000,0.810,93.000,67.000,-0.034,-13.000,-34.200,-6.400,-127.000,-770.000,-501.000,-239.000,-6.290,-191.000,-23.000,-17.000,0.000,-52.000,-1.370,-53.000,1.000,5.000,-1.000,7.000,163.000,29.000,0.000,-7302.000,24.000,38,3420,30,2601,1,1,0.03,0.03,24,2127,1,0,0.04,0.00,30,2569,2,2,0.07,0.07,29,2591,1,4,0.03,0.14,6,443,0,0,0.00,0.00,35,3006,13,9,0.39,0.27,15,599,1,1,0.15,0.15,17,1041,1,1,0.09,0.09,33,2334,10,6,0.39,0.23,27,1663,4,2,0.22,0.11,38,3420,33,2779,1,1,0.03,0.03,17,1224,1,0,0.07,0.00,35,3057,3,3,0.09,0.09,14,1151,0,3,0.00,0.23,31,2137,6,3,0.25,0.13,36,2854,7,7,0.22,0.22,33,2401,6,8,0.22,0.30,29,2377,1,3,0.04,0.11,34,2771,17,9,0.55,0.29,33,2459,21,8,0.77,0.29
2019-04-26,Liverpool,5 - 0,Huddersfield,W,27.000,0.000,-27.000,81.000,14.700,66.000,42.000,-17.000,-2.000,1.730,1.110,168.000,92.000,7.500,4.420,2.420,0.090,0.220,-54.000,-1.420,-81.000,-34.000,0.161,16.000,42.100,9.400,138.000,717.000,848.000,323.000,8.500,252.000,46.000,16.000,-1.000,111.000,2.920,76.000,11.000,8.000,2.000,-46.000,-158.000,-148.000,8.000,7569.000,120.000,38,3420,38,3384,4,2,0.11,0.05,13,986,1,0,0.09,0.00,36,3216,0,11,0.00,0.31,29,2462,1,12,0.04,0.44,35,2725,3,0,0.10,0.00,25,1390,2,1,0.13,0.06,32,1987,1,3,0.05,0.14,36,3077,22,1,0.64,0.03,38,3250,22,8,0.61,0.22,18,509,2,1,0.35,0.18,31,2778,15,1141,0,0,0.00,0.00,32,2716,1,1,0.03,0.03,37,3260,1,0,0.03,0.00,28,2055,0,1,0.00,0.04,29,2367,0,1,0.00,0.04,21,1412,1,0,0.06,0.00,11,715,1,0,0.13,0.00,13,877,3,0,0.31,0.00,22,986,1,1,0.09,0.09,31,1778,2,3,0.10,0.15
2019-04-27,Tottenham,0 - 1,West Ham,L,8.000,-5.000,-3.000,19.000,10.200,15.000,14.000,-2.000,2.000,0.400,0.370,96.000,37.000,0.800,2.530,0.970,0.010,0.020,-16.000,-0.420,-43.000,-25.000,0.024,6.000,15.800,5.000,71.000,395.000,328.000,161.000,4.240,125.000,30.000,2.000,1.000,21.000,0.550,14.000,4.000,2.000,-1.000,-42.000,-60.000,-109.000,-1.000,4697.000,40.000,33,2970,26,1798,0,3,0.00,0.15,34,2922,0,0,0.00,0.00,23,1942,1,1,0.05,0.05,12,888,1,0,0.10,0.00,27,1844,0,0,0.00,0.00,20,1506,3,0,0.18,0.00,25,1825,5,3,0.25,0.15,35,2774,8,12,0.26,0.39,31,2039,12,6,0.53,0.26,32,2121,10,0,0.42,0.00,38,3420,23,2013,1,0,0.04,0.00,33,2970,1,0,0.03,0.00,15,1086,1,0,0.08,0.00,23,1759,0,1,0.00,0.05,33,2220,2,5,0.08,0.20,31,2291,5,5,0.20,0.20,34,3003,2,0,0.06,0.00,28,1990,10,4,0.45,0.18,36,3043,9,4,0.27,0.12,33,2103,6,4,0.26,0.17
2019-04-27,Fulham,1 - 0,Cardiff City,W,-3.000,1.000,2.000,-8.000,13.000,0.000,4.000,4.000,1.000,0.000,0.100,29.000,25.000,3.900,0.770,0.660,0.000,-0.050,12.000,0.310,21.000,12.000,-0.019,-5.000,-13.100,17.000,68.000,339.000,420.000,138.000,3.630,164.000,13.000,-3.000,0.000,9.000,0.240,7.000,4.000,-2.000,0.000,-2.000,-63.000,-13.000,-2.000,7747.000,52.000,29,2610,31,2594,0,1,0.00,0.03,26,2047,0,0,0.00,0.00,26,2250,0,1,0.00,0.04,28,2345,0,1,0.00,0.04,31,2588,2,0,0.07,0.00,31,2194,1,1,0.04,0.04,22,1517,0,0,0.00,0.00,35,2300,2,6,0.08,0.23,37,3280,11,3,0.30,0.08,16,1251,5,3,0.36,0.22,38,3420,20,1544,0,0,0.00,0.00,30,2639,0,1,0.00,0.03,34,3039,1,3,0.03,0.09,38,3376,0,1,0.00,0.03,11,561,0,0,0.00,0.00,28,2266,1,1,0.04,0.04,20,985,4,1,0.37,0.09,32,2569,5,4,0.18,0.14,5,63,0,0,0.00,0.00,32,2141,3,1,0.13,0.04
2019-04-27,Watford,1 - 2,Wolves,L,-2.000,-1.000,3.000,-7.000,0.200,5.000,4.000,6.000,3.000,0.130,0.110,-36.000,6.000,4.000,-0.950,0.160,0.030,0.040,13.000,0.340,32.000,17.000,-0.013,-2.000,-5.300,-2.900,-29.000,-109.000,-7.000,-51.000,-1.340,-51.000,4.000,-8.000,3.000,1.000,0.020,-5.000,9.000,-2.000,2.000,19.000,-69.000,-29.000,3.000,-1240.000,28.000,38,3420,26,1927,0,0,0.00,0.00,36,3096,3,0,0.09,0.00,29,2049,1,1,0.04,0.04,28,2393,3,6,0.11,0.23,35,3062,5,6,0.15,0.18,32,2418,2,4,0.07,0.15,33,2944,1,3,0.03,0.09,30,2066,10,5,0.44,0.22,29,1366,7,2,0.46,0.13,33,2815,6,1,0.19,0.03,37,3329,38,3144,4,5,0.11,0.14,34,3060,1,0,0.03,0.00,36,3167,4,0,0.11,0.00,38,3420,0,0,0.00,0.00,33,2771,1,1,0.03,0.03,35,3007,4,3,0.12,0.09,38,3032,1,8,0.03,0.24,19,1467,2,0,0.12,0.00,38,3111,13,7,0.38,0.20,33,2355,9,5,0.34,0.19
2019-04-27,Southampton,3 - 3,Bournemouth,D,-4.000,6.000,-2.000,-6.000,-2.900,-11.000,-16.000,13.000,2.000,-0.290,-0.420,49.000,0.000,-3.500,1.290,0.000,-0.030,-0.060,-5.000,-0.130,4.000,7.000,0.021,-3.000,-7.900,-4.900,12.000,74.000,-190.000,56.000,1.470,12.000,5.000,22.000,11.000,-29.000,-0.760,-15.000,-4.000,-1.000,1.000,148.000,102.000,134.000,8.000,-1182.000,-48.000,12,1080,24,1700,1,0,0.05,0.00,24,2160,1,0,0.04,0.00,25,2151,0,1,0.00,0.04,23,1712,2,1,0.11,0.05,31,2136,1,0,0.04,0.00,26,1945,7,0,0.32,0.00,31,2760,4,3,0.13,0.10,26,1272,5,1,0.35,0.07,24,1651,7,3,0.38,0.16,38,3270,6,4,0.17,0.11,12,1080,31,2786,1,1,0.03,0.03,38,3411,4,0,0.11,0.00,4,111,0,0,0.00,0.00,6,403,0,0,0.00,0.00,13,850,0,1,0.00,0.11,25,1739,2,1,0.10,0.05,30,2506,2,0,0.07,0.00,30,2261,7,5,0.28,0.20,30,2528,14,9,0.50,0.32,35,2961,12,3,0.36,0.09
