Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
331,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,28,1988,25,19,1614,6,3,0,0,3,0,0.33,0.17,0.50,0.33,0.50,Matches
332,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Chelsea,27,1988,35,30,2694,1,7,0,0,4,0,0.03,0.23,0.27,0.03,0.27,Matches
333,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,24,1991,29,27,2457,1,0,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
334,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Swansea City,22,1994,27,27,2430,4,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
335,Dieumerci Mbokani\Dieumerci-Mbokani,cd COD,FW,Hull City,30,1985,12,8,764,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches
336,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,28,1987,29,24,1999,5,3,0,0,5,0,0.23,0.14,0.36,0.23,0.36,Matches
337,Gareth McAuley\Gareth-McAuley,nir NIR,DF,West Brom,36,1979,36,36,3140,6,1,0,0,5,0,0.17,0.03,0.20,0.17,0.20,Matches
338,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Swansea City,20,1996,5,0,82,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
339,James McCarthy\James-McCarthy,ie IRL,MF,Everton,25,1990,12,7,613,1,1,0,0,2,0,0.15,0.15,0.29,0.15,0.29,Matches
340,James McClean\James-McClean,ie IRL,MFFW,West Brom,27,1989,34,13,1477,1,2,0,0,9,0,0.06,0.12,0.18,0.06,0.18,Matches
341,Paddy McNair\Paddy-McNair,nir NIR,MF,Sunderland,21,1995,9,5,353,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
342,Sam McQueen\Sam-McQueen,eng ENG,DF,Southampton,21,1995,13,5,616,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
343,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,19,1996,2,1,97,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
344,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,26,1989,34,34,3015,1,0,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches
345,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,24,1992,4,4,269,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
346,Per Mertesacker\Per-Mertesacker,de GER,DF,Arsenal,31,1984,1,0,38,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
347,David Meyler\David-Meyler,ie IRL,MFDF,Hull City,27,1989,20,9,962,1,1,0,0,2,0,0.09,0.09,0.19,0.09,0.19,Matches
348,Simon Mignolet\Simon-Mignolet,be BEL,GK,Liverpool,28,1988,28,28,2520,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
349,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,25,1991,14,14,1224,2,1,2,2,4,0,0.15,0.07,0.22,0.00,0.07,Matches
350,James Milner\James-Milner,eng ENG,DF,Liverpool,30,1986,36,36,3154,7,3,7,8,5,0,0.20,0.09,0.29,0.00,0.09,Matches
351,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,23,1993,7,5,506,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
352,Kevin Mirallas\Kevin-Mirallas,be BEL,FWMF,Everton,28,1987,35,23,2074,4,7,0,0,2,0,0.17,0.30,0.48,0.17,0.48,Matches
353,Demetri Mitchell\Demetri-Mitchell,eng ENG,DF,Manchester Utd,19,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
354,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Manchester Utd,27,1989,24,15,1348,4,1,0,0,1,0,0.27,0.07,0.33,0.27,0.33,Matches
355,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,30,1986,36,35,3153,0,2,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches
356,Jefferson Montero\Jefferson-Montero,ec ECU,MFFW,Swansea City,26,1989,13,2,489,0,1,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches
357,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,24,1992,12,2,305,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
358,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,32,1984,27,27,2430,1,0,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
359,James Morrison\James-Morrison,sco SCO,MF,West Brom,30,1986,31,17,1740,5,2,0,0,3,0,0.26,0.10,0.36,0.26,0.36,Matches
360,Victor Moses\Victor-Moses,ng NGA,MF,Chelsea,25,1990,34,29,2483,3,2,0,0,4,0,0.11,0.07,0.18,0.11,0.18,Matches
361,Lys Mousset\Lys-Mousset,fr FRA,FW,Bournemouth,20,1996,11,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
362,Marc Muniesa\Marc-Muniesa,es ESP,DF,Stoke City,24,1992,10,7,650,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
363,Ahmed Musa\Ahmed-Musa,ng NGA,MFFW,Leicester City,23,1992,21,7,761,2,1,0,0,1,0,0.24,0.12,0.35,0.24,0.35,Matches
364,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,24,1992,26,26,2274,2,2,0,0,11,0,0.08,0.08,0.16,0.08,0.16,Matches
365,Jordon Mutch\Jordon-Mutch,eng ENG,MF,Crystal Palace,24,1991,4,0,53,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
366,Alfred N'Diaye\Alfred-NDiaye,sn SEN,MF,Hull City,26,1990,15,15,1273,1,0,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches
367,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Tottenham,21,1995,8,0,54,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
368,Luciano Narsingh\Luciano-Narsingh,nl NED,FW,Swansea City,25,1990,13,3,416,0,2,0,0,0,0,0.00,0.43,0.43,0.00,0.43,Matches
369,Samir Nasri\Samir-Nasri,fr FRA,FWMF,Manchester City,29,1987,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Kyle Naughton\Kyle-Naughton,eng ENG,DF,Swansea City,27,1988,31,31,2714,1,0,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches
371,Jesús Navas\Jesus-Navas,es ESP,MFDF,Manchester City,30,1985,24,12,1064,0,1,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
372,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,19,1996,17,17,1521,2,1,0,0,0,0,0.12,0.06,0.18,0.12,0.18,Matches
373,Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Middlesbrough,30,1985,36,33,2870,9,5,2,2,5,0,0.28,0.16,0.44,0.22,0.38,Matches
374,Julien Ngoy\Julien-Ngoy,be BEL,FW,Stoke City,18,1997,5,0,49,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
375,M'Baye Niang\MBaye-Niang,sn SEN,MFFW,Watford,21,1994,16,15,1246,2,2,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matches
376,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Hull City,26,1990,17,12,1097,4,1,0,0,3,1,0.33,0.08,0.41,0.33,0.41,Matches
377,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,29,1987,30,29,2389,3,0,1,2,10,0,0.11,0.00,0.11,0.08,0.08,Matches
378,Nolito\Nolito,es ESP,MFFW,Manchester City,29,1986,19,9,778,4,2,0,0,3,1,0.46,0.23,0.69,0.46,0.69,Matches
379,Kristoffer Nordfeldt\Kristoffer-Nordfeldt,se SWE,GK,Swansea City,27,1989,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
380,Håvard Nordtveit\Havard-Nordtveit,no NOR,DFMF,West Ham,26,1990,16,11,957,0,1,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
381,Emilio Nsue\Emilio-Nsue,gq EQG,DFMF,Middlesbrough,26,1989,4,4,320,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
382,David Nugent\David-Nugent,eng ENG,FW,Middlesbrough,31,1985,4,0,43,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
383,Allan Nyom\Allan-Nyom,cm CMR,DF,West Brom,28,1988,32,29,2638,0,1,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches
384,Aiden O'Neill\Aiden-ONeill,au AUS,MF,Burnley,18,1998,3,0,85,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
385,John O'Shea\John-OShea,ie IRL,DF,Sunderland,35,1981,28,26,2158,0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches
386,Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,24,1992,22,21,1763,1,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10,Matches
387,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,28,1988,20,20,1755,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
388,Stefano Okaka\Stefano-Okaka,it ITA,FW,Watford,26,1989,19,10,958,4,1,0,0,5,0,0.38,0.09,0.47,0.38,0.47,Matches
389,Shinji Okazaki\Shinji-Okazaki,jp JPN,FWMF,Leicester City,30,1986,30,21,1565,3,1,0,0,1,0,0.17,0.06,0.23,0.17,0.23,Matches
390,Jonas Olsson\Jonas-Olsson,se SWE,DF,West Brom,33,1983,7,7,590,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
391,Martin Olsson\Martin-Olsson,se SWE,DF,Swansea City,28,1988,15,14,1252,2,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
392,Josh Onomah\Josh-Onomah,eng ENG,FWMF,Tottenham,19,1997,5,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
393,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,21,1995,34,14,1468,7,3,0,0,0,0,0.43,0.18,0.61,0.43,0.61,Matches
394,Oscar\Oscar,br BRA,MF,Chelsea,24,1991,9,5,455,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
395,David Ospina\David-Ospina,co COL,GK,Arsenal,27,1988,2,1,143,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
396,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,28,1988,30,29,2592,1,0,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matches
397,Bryan Oviedo\Bryan-Oviedo,cr CRC,DFMF,Sunderland,26,1990,10,10,848,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
398,Bryan Oviedo\Bryan-Oviedo,cr CRC,DF,Everton,26,1990,6,6,475,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
399,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MF,Arsenal,22,1993,29,16,1628,2,7,0,0,1,0,0.11,0.39,0.50,0.11,0.50,Matches
400,Mesut Özil\Mesut-Ozil,de GER,MF,Arsenal,27,1988,33,32,2841,8,10,0,0,2,0,0.25,0.32,0.57,0.25,0.57,Matches
401,Costel Pantilimon\Costel-Pantilimon,ro ROU,GK,Watford,29,1987,2,0,83,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
402,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Arsenal,25,1990,19,15,1517,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
403,Dimitri Payet\Dimitri-Payet,fr FRA,MFFW,West Ham,29,1987,18,17,1511,2,6,0,0,2,0,0.12,0.36,0.48,0.12,0.48,Matches
404,Pedro\Pedro,es ESP,FWMF,Chelsea,29,1987,35,26,2140,9,9,0,0,6,0,0.38,0.38,0.76,0.38,0.76,Matches
405,Matthew Pennington\Matthew-Pennington,eng ENG,DF,Everton,21,1994,3,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
406,Dion Pereira\Dion-Pereira,eng ENG,MF,Watford,17,1999,2,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
407,Roberto Pereyra\Roberto-Pereyra,ar ARG,MFFW,Watford,25,1991,13,12,1037,2,2,0,0,2,1,0.17,0.17,0.35,0.17,0.35,Matches
408,Lucas Pérez\Lucas-Perez,es ESP,MFFW,Arsenal,27,1988,11,2,272,1,0,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matches
409,Matt Phillips\Matt-Phillips,sco SCO,MF,West Brom,25,1991,27,26,2181,4,8,0,0,2,0,0.17,0.33,0.50,0.17,0.50,Matches
410,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Sunderland,22,1994,29,29,2610,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
411,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Southampton,27,1989,4,1,129,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
412,Steven Pienaar\Steven-Pienaar,za RSA,MFFW,Sunderland,34,1982,15,10,803,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,Matches
413,Erik Pieters\Erik-Pieters,nl NED,DFMF,Stoke City,27,1988,36,35,3151,0,1,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
414,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,23,1993,30,29,2608,5,4,0,0,7,0,0.17,0.14,0.31,0.17,0.31,Matches
415,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,29,1987,33,32,2769,1,1,0,0,11,2,0.03,0.03,0.07,0.03,0.07,Matches
416,Marc Pugh\Marc-Pugh,eng ENG,MF,Bournemouth,29,1987,21,16,1328,2,2,0,0,1,0,0.14,0.14,0.27,0.14,0.27,Matches
417,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,30,1986,36,35,3091,0,5,0,0,9,0,0.00,0.15,0.15,0.00,0.15,Matches
418,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Middlesbrough,25,1990,24,20,1540,2,3,0,0,9,2,0.12,0.18,0.29,0.12,0.29,Matches
419,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,25,1990,23,13,1236,1,4,0,0,3,0,0.07,0.29,0.36,0.07,0.36,Matches
420,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,29,1987,22,22,1980,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
421,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,33,1982,18,8,831,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
422,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Hull City,28,1988,16,15,1330,2,2,0,0,2,0,0.14,0.14,0.27,0.14,0.27,Matches
423,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,18,1997,32,16,1710,5,1,0,0,3,0,0.26,0.05,0.32,0.26,0.32,Matches
424,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,22,1994,37,32,2899,7,1,0,0,2,1,0.22,0.03,0.25,0.22,0.25,Matches
425,Harrison Reed\Harrison-Reed,eng ENG,MF,Southampton,21,1995,3,1,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
426,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,28,1988,30,30,2587,2,1,0,0,9,2,0.07,0.03,0.10,0.07,0.10,Matches
427,Loïc Rémy\Loic-Remy,fr FRA,FW,Crystal Palace,29,1987,5,1,134,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
428,Jordan Rhodes\Jordan-Rhodes,sco SCO,FW,Middlesbrough,26,1990,6,2,211,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
429,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,17,1999,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
430,Andrew Robertson\Andrew-Robertson,sco SCO,DFMF,Hull City,22,1994,33,31,2736,1,2,0,0,5,0,0.03,0.07,0.10,0.03,0.10,Matches
431,Paul Robinson\Paul-Robinson,eng ENG,GK,Burnley,36,1979,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
432,Joel Robles\Joel-Robles,es ESP,GK,Everton,26,1990,20,19,1737,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
433,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FW,West Brom,27,1989,29,5,701,3,2,0,0,3,0,0.39,0.26,0.64,0.39,0.64,Matches
434,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Southampton,27,1989,24,9,892,5,2,0,0,0,0,0.50,0.20,0.71,0.50,0.71,Matches
435,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sunderland,25,1991,20,17,1492,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
436,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,26,1990,21,18,1663,1,0,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
437,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,29,1987,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
438,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,24,1991,35,35,3071,1,0,0,0,11,0,0.03,0.00,0.03,0.03,0.03,Matches
439,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,26,1989,38,32,2891,8,2,0,0,2,0,0.25,0.06,0.31,0.25,0.31,Matches
440,Marten de Roon\Marten-de-Roon,nl NED,MF,Middlesbrough,25,1991,33,32,2773,4,0,0,0,8,0,0.13,0.00,0.13,0.13,0.13,Matches
441,Wayne Rooney\Wayne-Rooney,eng ENG,MFFW,Manchester Utd,30,1985,25,15,1539,5,5,1,1,8,0,0.29,0.29,0.58,0.23,0.53,Matches
442,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,26,1990,18,18,1530,2,2,0,0,8,0,0.12,0.12,0.24,0.12,0.24,Matches
443,Wayne Routledge\Wayne-Routledge,eng ENG,FWMF,Swansea City,31,1985,27,24,1922,3,1,0,0,1,0,0.14,0.05,0.19,0.14,0.19,Matches
444,Bacary Sagna\Bacary-Sagna,fr FRA,DF,Manchester City,33,1983,17,14,1346,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
445,Diafra Sakho\Diafra-Sakho,sn SEN,FW,West Ham,26,1989,4,2,181,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
446,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,26,1990,8,8,686,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
447,Bakary Sako\Bakary-Sako,ml MLI,MF,Crystal Palace,28,1988,7,0,142,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
448,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Arsenal,27,1988,38,36,3217,24,10,2,3,6,0,0.67,0.28,0.95,0.62,0.90,Matches
449,Leroy Sané\Leroy-Sane,de GER,MFFW,Manchester City,20,1996,26,20,1781,5,2,0,0,4,0,0.25,0.10,0.35,0.25,0.35,Matches
450,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Leicester City,23,1992,4,1,141,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
451,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,DF,Crystal Palace,23,1992,15,11,998,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
452,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,29,1986,30,30,2666,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
453,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,26,1989,14,12,1059,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
454,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Manchester Utd,26,1989,3,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
455,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MF,Stoke City,24,1991,21,21,1698,4,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches
456,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,21,1995,11,9,688,0,1,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches
457,Ryan Shawcross\Ryan-Shawcross,eng ENG,DF,Stoke City,28,1987,35,35,3150,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches
458,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,FWMF,Swansea City,26,1989,38,37,3327,9,13,3,3,2,0,0.24,0.35,0.60,0.16,0.51,Matches
459,David Silva\David-Silva,es ESP,MF,Manchester City,30,1986,34,31,2759,4,7,0,0,6,0,0.13,0.23,0.36,0.13,0.36,Matches
460,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,29,1987,35,34,2988,0,1,0,0,12,0,0.00,0.03,0.03,0.00,0.03,Matches
461,Josh Sims\Josh-Sims,eng ENG,FW,Southampton,19,1997,7,1,211,0,1,0,0,0,0,0.00,0.43,0.43,0.00,0.43,Matches
462,Jerome Sinclair\Jerome-Sinclair,eng ENG,FW,Watford,19,1996,5,1,116,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
463,Moussa Sissoko\Moussa-Sissoko,fr FRA,MFFW,Tottenham,26,1989,25,8,911,0,2,0,0,3,0,0.00,0.20,0.20,0.00,0.20,Matches
464,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,28,1988,23,13,1281,7,4,1,1,1,0,0.49,0.28,0.77,0.42,0.70,Matches
465,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,26,1989,18,13,1217,1,0,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches
466,Adam Smith\Adam-Smith,eng ENG,DFMF,Bournemouth,25,1991,36,34,3079,1,5,0,0,6,0,0.03,0.15,0.18,0.03,0.18,Matches
467,Brad Smith\Brad-Smith,au AUS,DFMF,Bournemouth,22,1994,5,3,291,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,28,1987,15,8,838,0,2,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches
469,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWMF,Hull City,28,1987,20,19,1710,7,2,2,2,2,0,0.37,0.11,0.47,0.26,0.37,Matches
470,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,24,1991,30,30,2515,0,3,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches
471,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,MF,Stoke City,19,1997,17,8,854,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
472,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,26,1990,3,3,269,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
473,Junior Stanislas\Junior-Stanislas,eng ENG,MF,Bournemouth,26,1989,21,18,1467,7,5,2,2,1,0,0.43,0.31,0.74,0.31,0.61,Matches
474,Maarten Stekelenburg\Maarten-Stekelenburg,nl NED,GK,Everton,33,1982,19,19,1683,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
475,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,22,1994,17,15,1471,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
476,Raheem Sterling\Raheem-Sterling,eng ENG,MFFW,Manchester City,21,1994,33,29,2508,7,8,0,0,7,0,0.25,0.29,0.54,0.25,0.54,Matches
477,Kevin Stewart\Kevin-Stewart,eng ENG,DFMF,Liverpool,22,1993,4,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
478,John Stones\John-Stones,eng ENG,DF,Manchester City,22,1994,27,23,2014,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
479,Cristhian Stuani\Cristhian-Stuani,uy URU,FWMF,Middlesbrough,29,1986,23,16,1354,4,0,0,0,4,0,0.27,0.00,0.27,0.27,0.27,Matches
480,Daniel Sturridge\Daniel-Sturridge,eng ENG,FW,Liverpool,26,1989,20,7,775,3,1,0,0,1,0,0.35,0.12,0.46,0.35,0.46,Matches
481,Isaac Success\Isaac-Success,ng NGA,MF,Watford,20,1996,19,2,519,1,1,0,0,2,0,0.17,0.17,0.35,0.17,0.35,Matches
482,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Swansea City,27,1989,23,13,1291,0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
483,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,29,1986,22,21,1801,0,1,0,0,2,2,0.00,0.05,0.05,0.00,0.05,Matches
484,Dušan Tadić\Dusan-Tadic,rs SRB,FWMF,Southampton,27,1988,33,30,2411,3,5,1,2,4,0,0.11,0.19,0.30,0.07,0.26,Matches
485,Matt Targett\Matt-Targett,eng ENG,DF,Southampton,20,1995,5,5,373,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
486,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,23,1992,19,4,568,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
487,Neil Taylor\Neil-Taylor,wal WAL,DF,Swansea City,27,1989,11,11,920,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
488,John Terry\John-Terry,eng ENG,DF,Chelsea,35,1980,9,6,496,1,0,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
489,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,27,1989,24,23,1974,3,0,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches
490,Gökhan Töre\Gokhan-Tore,tr TUR,MFFW,West Ham,24,1992,5,3,240,0,1,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches
491,Yaya Touré\Yaya-Toure,ci CIV,MF,Manchester City,33,1983,25,22,1941,5,0,2,2,4,0,0.23,0.00,0.23,0.14,0.14,Matches
492,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,25,1991,36,30,2519,3,4,0,0,4,0,0.11,0.14,0.25,0.11,0.25,Matches
493,Adama Traoré\Adama-Traore,es ESP,MFFW,Middlesbrough,20,1996,27,16,1541,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
494,Kieran Trippier\Kieran-Trippier,eng ENG,DFMF,Tottenham,25,1990,12,6,568,0,5,0,0,1,0,0.00,0.79,0.79,0.00,0.79,Matches
495,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,MFDF,Manchester Utd,18,1997,4,4,303,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
496,Josh Tymon\Josh-Tymon,eng ENG,MFDF,Hull City,17,1999,5,4,322,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
